account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC005757,Univ.Prof. Klaus Dieter Dussen van,5757,Privatkunde,Energy,SonnenGasse 1,Frankfurt am Main,West,60311,Kunde,139758,1,2023-06-10
ACC005758,Dr. Nurettin Benthin B.A.,5758,Privatkunde,Energy,LindenRing 105,Bamberg,South,96047,Partner,330309,1,2020-03-22
ACC005759,Univ.Prof. Anatolij Wähner B.Sc.,5759,Privatkunde,Energy,SchulWeg 63,Köln,West,50667,Partner,490930,1,2021-03-26
ACC005760,Blanka Harloff-Hofmann,5760,Privatkunde,Energy,BlumenAllee 70,Altötting,South,84503,Partner,368907,1,2022-02-22
ACC005761,Kenan Adler,5761,Privatkunde,Energy,EichenGasse 13,Braunschweig,North,38100,Kunde,43529,1,2020-12-26
ACC005762,Häring,5762,Gewerbekunde,Energy,SchillerStraße 42,Altenburg,East,04600,Interessent,1268764,5,2022-09-09
ACC005763,Sedat Thies,5763,Privatkunde,Energy,BeethovenPlatz 108,Nürnberg,South,90491,Kunde,424767,1,2023-10-16
ACC005764,Liebelt AG,5764,Gewerbekunde,Energy,BahnhofGasse 9,München,South,81669,Kunde,2949828,50,2023-02-25
ACC005765,Danuta Meister,5765,Privatkunde,Energy,GoetheAllee 99,Wuppertal,West,42103,Partner,132989,1,2023-11-11
ACC005766,Claus-Dieter Vogt-Seip,5766,Privatkunde,Energy,BlumenStraße 11,München,South,81927,Interessent,311834,1,2021-02-07
ACC005767,Sylvester Koch,5767,Privatkunde,Energy,BahnhofPlatz 54,Stegen,South,79252,Partner,456598,1,2021-06-08
ACC005768,Zeynep Lehmann,5768,Privatkunde,Energy,WiesenGasse 60,Essen,West,45127,Kunde,76714,1,2021-05-20
ACC005769,Margrit Pölitz-Stolze,5769,Privatkunde,Energy,MarktRing 60,Potsdam,East,14467,Interessent,432273,1,2022-06-10
ACC005770,Matthäi Stadelmann AG & Co. OHG,5770,Gewerbekunde,Energy,BirkenStraße 54,Hamburg,North,22453,Kunde,3078678,100,2022-02-22
ACC005771,Edward Krein-Kitzmann,5771,Privatkunde,Energy,ParkStraße 135,Kempten,South,87435,Kunde,217319,1,2021-10-15
ACC005772,Sylvio Stahr B.A.,5772,Privatkunde,Energy,RosenWeg 139,Stuttgart,South,70376,Interessent,355148,1,2022-09-14
ACC005773,Noack Höfig GmbH & Co. KG,5773,Kleingewerbe,Energy,SchillerStraße 150,Berlin,East,14052,Interessent,4963400,25,2021-10-25
ACC005774,Herrmann AG,5774,Kleingewerbe,Energy,HauptRing 76,Berlin,East,10623,Interessent,352276,5,2020-10-25
ACC005775,Dipl.-Ing. Caterina Bolander,5775,Privatkunde,Energy,TannenRing 115,Dachau,South,85221,Partner,56433,1,2023-03-02
ACC005776,Weller GmbH & Co. KG,5776,Kleingewerbe,Energy,WiesenWeg 64,Potsdam,East,14467,Interessent,1703760,5,2023-11-01
ACC005777,Danica Liebelt,5777,Privatkunde,Energy,MarktPlatz 10,Duisburg,West,47051,Kunde,155340,1,2023-09-30
ACC005778,Hövel AG & Co. KG,5778,Kleingewerbe,Energy,TannenStraße 52,Hannover,North,30559,Partner,2456173,25,2020-08-27
ACC005779,Ernestine Gierschner,5779,Privatkunde,Energy,SeePlatz 141,Chemnitz,East,09112,Kunde,412386,1,2021-06-01
ACC005780,Frau Isabelle Zobel,5780,Privatkunde,Energy,SonnenWeg 6,Esslingen,South,73728,Interessent,63640,1,2020-04-04
ACC005781,Klaus-Michael Meyer,5781,Privatkunde,Energy,SternRing 53,Wuppertal,West,42103,Interessent,213391,1,2020-12-30
ACC005782,Felizitas Seidel,5782,Kleingewerbe,Energy,WiesenPlatz 63,Berlin,East,14052,Partner,4365941,25,2020-12-28
ACC005783,Dipl.-Ing. Eckhardt Süßebier B.Eng.,5783,Privatkunde,Energy,RosenRing 21,Düsseldorf,West,40210,Partner,195110,1,2022-05-29
ACC005784,Dipl.-Ing. Emilia Fritsch MBA.,5784,Privatkunde,Energy,SchillerStraße 121,Düsseldorf,West,40477,Kunde,328060,1,2023-03-16
ACC005785,Dipl.-Ing. Torben Eimer B.Sc.,5785,Privatkunde,Energy,MarktPlatz 127,Düsseldorf,West,40210,Kunde,476995,1,2020-05-26
ACC005786,Seifert GmbH & Co. KGaA,5786,Gewerbekunde,Energy,BrunnenGasse 144,Wasserburg am Inn,South,83512,Partner,4006685,100,2020-09-24
ACC005787,Dora Röhrdanz-Pergande,5787,Kleingewerbe,Energy,MozartRing 114,Düsseldorf,West,40589,Partner,4993024,5,2023-10-02
ACC005788,Berthold Heuser-van der Dussen,5788,Privatkunde,Energy,SeeWeg 61,Bayreuth,South,95444,Partner,295224,1,2023-06-07
ACC005789,Karla Hermighausen,5789,Privatkunde,Energy,SchulPlatz 136,Berlin,East,10115,Kunde,302306,1,2021-12-11
ACC005790,Dippel,5790,Kleingewerbe,Energy,ParkGasse 45,Bergheim,West,50126,Interessent,2076678,100,2023-01-05
ACC005791,Sofia Speer,5791,Kleingewerbe,Energy,MarktAllee 148,Offenbach am Main,West,63065,Partner,2549299,5,2022-09-24
ACC005792,Jessel,5792,Gewerbekunde,Energy,SchillerGasse 80,Hamburg,North,22041,Interessent,719122,50,2020-04-24
ACC005793,Alexa Bolnbach-Roskoth,5793,Privatkunde,Energy,SchulGasse 77,Bayreuth,South,95444,Interessent,102139,1,2020-04-09
ACC005794,Erol Holzapfel,5794,Privatkunde,Energy,WaldRing 38,Hannover,North,30159,Interessent,296499,1,2023-09-25
ACC005795,Rose Henschel,5795,Privatkunde,Energy,BrunnenRing 147,Hannover,North,30449,Kunde,217843,1,2022-10-16
ACC005796,Univ.Prof. Iwan Radisch,5796,Kleingewerbe,Energy,SchillerStraße 81,Wilhelmshaven,North,26382,Partner,559397,50,2021-10-18
ACC005797,Fischer AG,5797,Kleingewerbe,Energy,KirchStraße 82,Weimar,East,99423,Kunde,635673,50,2022-10-17
ACC005798,Pamela Täsche,5798,Privatkunde,Energy,BahnhofGasse 95,Bonn,West,53111,Kunde,323254,1,2021-02-10
ACC005799,Linke,5799,Kleingewerbe,Energy,SeeRing 52,Gersthofen,South,86368,Partner,4025298,10,2023-02-06
ACC005800,Karge,5800,Gewerbekunde,Energy,EichenAllee 112,Dortmund,West,44135,Interessent,1571337,50,2020-12-23
ACC005801,Ilias Gude,5801,Privatkunde,Energy,WaldPlatz 14,Nürnberg,South,90402,Kunde,400236,1,2023-05-23
ACC005802,Herr Pasquale Jäkel,5802,Privatkunde,Energy,MarktWeg 62,Sindelfingen,South,71065,Interessent,283386,1,2022-07-20
ACC005803,Ing. Mary Heydrich,5803,Privatkunde,Energy,SeeAllee 36,Hamburg,North,22143,Interessent,130127,1,2022-06-10
ACC005804,Lutz Kusch B.Eng.,5804,Privatkunde,Energy,TannenAllee 121,Tübingen,South,72070,Interessent,196526,1,2022-02-22
ACC005805,Hans-Hermann Mühle,5805,Privatkunde,Energy,BergStraße 52,Hamburg,North,22453,Kunde,210281,1,2021-09-09
ACC005806,Gunpf,5806,Gewerbekunde,Energy,MozartPlatz 23,Chemnitz,East,09112,Partner,1847368,100,2022-01-27
ACC005807,Ing. Anatoli Kallert B.Eng.,5807,Privatkunde,Energy,BeethovenGasse 131,Rüsselsheim,West,65428,Partner,483866,1,2020-03-11
ACC005808,Dr. Katharine Kade MBA.,5808,Privatkunde,Energy,BlumenAllee 124,Delmenhorst,North,27749,Partner,232935,1,2020-05-05
ACC005809,Löwer KG,5809,Gewerbekunde,Energy,SonnenPlatz 7,Frankfurt am Main,West,60594,Interessent,3658995,50,2020-08-13
ACC005810,Muharrem Buchholz,5810,Privatkunde,Energy,ParkRing 114,Gräfelfing,South,82166,Interessent,387934,1,2020-05-08
ACC005811,Karl-Werner Etzler,5811,Privatkunde,Energy,LindenStraße 40,Leipzig,East,04317,Interessent,163703,1,2020-02-19
ACC005812,Dipl.-Ing. Sven Beyer B.A.,5812,Gewerbekunde,Energy,HeideGasse 45,Dachau,South,85221,Interessent,1926009,100,2020-05-06
ACC005813,Henriette Reising B.Sc.,5813,Privatkunde,Energy,HauptPlatz 48,Bremen,North,28719,Interessent,461831,1,2022-06-12
ACC005814,Miodrag Rogner,5814,Privatkunde,Energy,WaldAllee 71,Lauf an der Pegnitz,South,91207,Kunde,268095,1,2022-10-27
ACC005815,Mina Ernst B.A.,5815,Privatkunde,Energy,BeethovenAllee 138,Erlangen,South,91054,Kunde,400513,1,2020-12-13
ACC005816,Elmar Koch II B.Sc.,5816,Privatkunde,Energy,BahnhofWeg 89,Hamburg,North,20535,Partner,352052,1,2022-09-01
ACC005817,Fernando Atzler,5817,Privatkunde,Energy,WaldWeg 111,Frankfurt am Main,West,60311,Interessent,420775,1,2021-06-08
ACC005818,Frau Ester Seidel,5818,Privatkunde,Energy,HauptAllee 115,Bonn,West,53225,Partner,342361,1,2023-03-25
ACC005819,Mentzel,5819,Gewerbekunde,Energy,SchillerPlatz 129,Wuppertal,West,42103,Kunde,3773852,10,2022-07-28
ACC005820,Bayram Karge B.A.,5820,Privatkunde,Energy,MozartGasse 94,Essen,West,45239,Partner,149838,1,2021-08-12
ACC005821,Bayram Hermann,5821,Privatkunde,Energy,BergAllee 99,Gersthofen,South,86368,Interessent,257672,1,2020-10-27
ACC005822,Herr Ibrahim Süßebier B.Eng.,5822,Privatkunde,Energy,MondGasse 135,Erlangen,South,91052,Kunde,215685,1,2021-03-05
ACC005823,Univ.Prof. Pius Thies,5823,Privatkunde,Energy,BeethovenAllee 140,Hamburg,North,22143,Interessent,477921,1,2020-09-11
ACC005824,Vinko Noack,5824,Privatkunde,Energy,RosenPlatz 120,Troisdorf,West,53840,Kunde,217509,1,2020-05-08
ACC005825,Robin Lehmann B.Eng.,5825,Privatkunde,Energy,LindenWeg 5,Bremen,North,28719,Interessent,491616,1,2022-08-22
ACC005826,Baldur Pärtzelt,5826,Privatkunde,Energy,BeethovenGasse 101,Hamburg,North,21029,Kunde,392249,1,2022-01-09
ACC005827,Prof. Fredi Ackermann MBA.,5827,Privatkunde,Energy,LindenGasse 104,Emden,North,26721,Interessent,339995,1,2021-12-04
ACC005828,Valeria Klemm,5828,Privatkunde,Energy,HeideGasse 128,Nürnberg,South,90402,Interessent,23781,1,2022-05-12
ACC005829,Kriemhild Thies B.A.,5829,Privatkunde,Energy,EichenAllee 57,Stuttgart,South,70376,Interessent,214729,1,2020-12-28
ACC005830,Paul-Heinz Dietz,5830,Privatkunde,Energy,BahnhofGasse 26,Hamburg,North,22453,Interessent,408836,1,2020-09-18
ACC005831,Ruppersberger,5831,Kleingewerbe,Energy,MozartRing 71,Bad Vilbel,West,61118,Partner,3568271,100,2023-11-21
ACC005832,Meinolf Höfig,5832,Privatkunde,Energy,HauptRing 85,Offenbach am Main,West,63065,Interessent,67822,1,2023-08-09
ACC005833,Diedrich Franke B.A.,5833,Privatkunde,Energy,KirchStraße 27,Leverkusen,West,51373,Kunde,40925,1,2023-06-19
ACC005834,Pasquale Gieß,5834,Privatkunde,Energy,BahnhofPlatz 107,Berlin,East,13187,Partner,435385,1,2023-12-27
ACC005835,Sebastian Häring B.A.,5835,Privatkunde,Energy,HauptAllee 108,Leipzig,East,04103,Partner,137106,1,2020-03-13
ACC005836,Gebhard Misicher-Bolander,5836,Privatkunde,Energy,MondAllee 52,Berlin,East,14052,Kunde,170076,1,2020-09-24
ACC005837,Dorothe Scholl B.A.,5837,Privatkunde,Energy,BlumenPlatz 35,Gelsenkirchen,West,45879,Interessent,99842,1,2021-09-17
ACC005838,Branko Vollbrecht,5838,Privatkunde,Energy,MarktGasse 126,Bremerhaven,North,27568,Interessent,414986,1,2021-09-19
ACC005839,Hans-Dietrich Schuchhardt B.Eng.,5839,Privatkunde,Energy,EichenWeg 20,Dortmund,West,44263,Kunde,472972,1,2020-09-05
ACC005840,Dr. Marlene Bolnbach,5840,Kleingewerbe,Energy,LindenRing 147,Köln,West,50667,Kunde,2163954,50,2023-12-03
ACC005841,Dipl.-Ing. Hans-Henning Albers,5841,Privatkunde,Energy,HauptPlatz 20,München,South,81669,Interessent,319212,1,2023-08-01
ACC005842,Ing. Alfons Reinhardt,5842,Privatkunde,Energy,SeeRing 96,Dresden,East,01067,Partner,63150,1,2023-03-14
ACC005843,Univ.Prof. Siegward Löchel,5843,Privatkunde,Energy,KirchGasse 8,Lörrach,South,79539,Kunde,71392,1,2023-06-13
ACC005844,August Wilmsen,5844,Privatkunde,Energy,TannenWeg 57,Hamburg,North,21109,Partner,31702,1,2023-03-19
ACC005845,Dr. Arnd Fliegner,5845,Privatkunde,Energy,SchulRing 82,Berlin,East,10243,Kunde,381370,1,2020-05-19
ACC005846,Frau Ilona Hein,5846,Privatkunde,Energy,BergGasse 43,Frankfurt am Main,West,60486,Partner,350289,1,2023-06-12
ACC005847,Ing. Olaf Preiß,5847,Privatkunde,Energy,HeideWeg 130,Lauf an der Pegnitz,South,91207,Interessent,68367,1,2021-08-22
ACC005848,Svetlana Metz,5848,Privatkunde,Energy,BeethovenStraße 131,Braunschweig,North,38100,Interessent,205292,1,2022-03-24
ACC005849,Prof. José Spieß,5849,Privatkunde,Energy,SchulPlatz 141,Gelsenkirchen,West,45879,Kunde,261286,1,2022-06-03
ACC005850,Winfried Mende MBA.,5850,Privatkunde,Energy,TannenStraße 84,Emmendingen,South,79312,Interessent,49897,1,2021-09-05
ACC005851,Prof. Sergio Matthäi,5851,Privatkunde,Energy,MozartAllee 17,Weimar,East,99423,Partner,157495,1,2022-05-24
ACC005852,Freya Heß,5852,Privatkunde,Energy,BrunnenGasse 44,Karlsruhe,South,76227,Partner,448256,1,2020-01-27
ACC005853,Vinko Walter B.Sc.,5853,Privatkunde,Energy,BrunnenWeg 62,Frankfurt am Main,West,60594,Kunde,42068,1,2022-03-18
ACC005854,Hansjörg Hübel MBA.,5854,Gewerbekunde,Energy,WiesenGasse 60,Wuppertal,West,42103,Interessent,1561639,5,2020-05-11
ACC005855,Urszula Conradi B.Sc.,5855,Privatkunde,Energy,TalRing 69,Leverkusen,West,51373,Partner,146110,1,2021-02-18
ACC005856,Tomislav Bloch-Hein,5856,Privatkunde,Energy,WaldStraße 49,Garching,South,85748,Kunde,7853,1,2021-06-27
ACC005857,Karl-Josef Nerger,5857,Privatkunde,Energy,BrunnenStraße 74,Stuttgart,South,70173,Partner,312485,1,2020-06-10
ACC005858,Therese Siering-Säuberlich,5858,Privatkunde,Energy,SonnenStraße 132,Gelsenkirchen,West,45879,Partner,449320,1,2020-03-19
ACC005859,Andrew Pölitz-Girschner,5859,Privatkunde,Energy,BrunnenAllee 131,Nürnberg,South,90402,Partner,308321,1,2023-06-24
ACC005860,Dr. Ernst-Otto Binner B.Sc.,5860,Privatkunde,Energy,BrunnenAllee 31,Hamburg,North,22453,Partner,133161,1,2022-02-12
ACC005861,Prof. Karl-Dieter Carsten B.Eng.,5861,Privatkunde,Energy,BahnhofRing 14,Dortmund,West,44135,Kunde,8119,1,2022-09-19
ACC005862,Folker Heß,5862,Privatkunde,Energy,EichenRing 28,Bonn,West,53111,Kunde,402232,1,2020-02-27
ACC005863,Kläre Ernst,5863,Privatkunde,Energy,SternStraße 8,Berlin,East,12555,Kunde,443710,1,2021-06-16
ACC005864,Herr Heinrich Nohlmans,5864,Privatkunde,Energy,WaldGasse 71,München,South,81669,Kunde,57125,1,2021-04-10
ACC005865,Christoph Hartmann B.Sc.,5865,Privatkunde,Energy,ParkWeg 123,Achim,North,28832,Interessent,404110,1,2022-08-31
ACC005866,Ludwig Martin-Boucsein,5866,Privatkunde,Energy,HauptPlatz 35,Erlangen,South,91054,Partner,344989,1,2022-09-06
ACC005867,Univ.Prof. Magret Rogge,5867,Privatkunde,Energy,HeidePlatz 68,Reutlingen,South,72764,Interessent,229567,1,2021-05-26
ACC005868,Paul-Gerhard Wieloch,5868,Privatkunde,Energy,LindenPlatz 133,Rosenheim,South,83022,Kunde,46314,1,2023-09-03
ACC005869,Irmela Gehringer,5869,Privatkunde,Energy,MozartRing 150,Berlin,East,13187,Kunde,358234,1,2022-01-02
ACC005870,Siegried Kallert,5870,Privatkunde,Energy,WiesenAllee 30,Berlin,East,10115,Interessent,51237,1,2022-08-30
ACC005871,Alexej Wilmsen,5871,Privatkunde,Energy,TannenPlatz 113,Frankfurt am Main,West,60594,Kunde,286985,1,2023-04-22
ACC005872,Reinhardt Bauer,5872,Privatkunde,Energy,BergStraße 56,Langen,West,63225,Kunde,446862,1,2022-07-07
ACC005873,Stephen Vogt,5873,Privatkunde,Energy,WaldStraße 118,Berlin,East,10243,Kunde,3834,1,2022-01-22
ACC005874,Attila Junitz,5874,Kleingewerbe,Energy,EichenPlatz 99,Erlangen,South,91054,Partner,4161863,50,2020-03-13
ACC005875,Univ.Prof. Ronny Schwital,5875,Privatkunde,Energy,WaldWeg 57,Hamburg,North,20357,Interessent,7234,1,2020-03-26
ACC005876,Butte,5876,Kleingewerbe,Energy,MozartGasse 102,Stegen,South,79252,Interessent,870142,100,2023-06-23
ACC005877,Mohammed Grein Groth,5877,Gewerbekunde,Energy,SeeRing 120,Bad Krozingen,South,79189,Kunde,702875,25,2021-12-20
ACC005878,Frau Imke Zirme B.Eng.,5878,Privatkunde,Energy,GoetheAllee 126,Hamburg,North,21029,Partner,489423,1,2022-09-24
ACC005879,Ricardo Schüler,5879,Privatkunde,Energy,BlumenPlatz 52,Hamburg,North,21029,Kunde,377527,1,2023-04-29
ACC005880,Oskar Fischer,5880,Privatkunde,Energy,BirkenRing 11,Berlin,East,14052,Kunde,416744,1,2021-09-22
ACC005881,Frauke Kramer,5881,Privatkunde,Energy,RosenAllee 100,Essen,West,45239,Kunde,177418,1,2023-03-02
ACC005882,Roberto Patberg,5882,Privatkunde,Energy,EichenRing 99,Hannover,North,30449,Kunde,219195,1,2020-07-13
ACC005883,Nina Hornich,5883,Privatkunde,Energy,BirkenStraße 88,Rosenheim,South,83022,Interessent,426236,1,2022-08-18
ACC005884,Catharina Caspar,5884,Privatkunde,Energy,TalStraße 14,Leverkusen,West,51373,Interessent,16388,1,2021-08-30
ACC005885,Kunibert Steckel-Sager,5885,Privatkunde,Energy,MondPlatz 81,Düsseldorf,West,40210,Kunde,385944,1,2021-05-13
ACC005886,Naser,5886,Kleingewerbe,Energy,BeethovenStraße 129,Oberursel,West,61440,Partner,4678332,50,2021-09-05
ACC005887,Jasmin Pruschke,5887,Privatkunde,Energy,GoetheGasse 109,Berlin,East,13187,Partner,131900,1,2022-07-21
ACC005888,Constantin Gertz,5888,Privatkunde,Energy,WaldPlatz 47,Osnabrück,North,49074,Interessent,345526,1,2022-06-27
ACC005889,Joana Scholz,5889,Privatkunde,Energy,BahnhofAllee 138,Böblingen,South,71032,Partner,293849,1,2023-02-15
ACC005890,Johann GmbH,5890,Gewerbekunde,Energy,RathausPlatz 29,Hamburg,North,22041,Interessent,2530955,5,2021-04-25
ACC005891,Frau Jolanthe Mälzer MBA.,5891,Privatkunde,Energy,BeethovenRing 18,Delmenhorst,North,27749,Interessent,254127,1,2020-07-05
ACC005892,Anatol Schinke,5892,Kleingewerbe,Energy,ParkRing 137,Düsseldorf,West,40589,Interessent,1812764,10,2022-02-11
ACC005893,Abdullah Spieß,5893,Privatkunde,Energy,MondRing 17,Gelsenkirchen,West,45879,Kunde,459287,1,2023-10-24
ACC005894,Svetlana Henschel,5894,Privatkunde,Energy,SchillerGasse 90,Berlin,East,12347,Partner,198727,1,2022-06-28
ACC005895,Gesa Schweitzer-Karge,5895,Kleingewerbe,Energy,SternWeg 16,Berlin,East,13187,Interessent,1075382,25,2020-08-19
ACC005896,Hans-Albert Vogt,5896,Privatkunde,Energy,LindenStraße 136,Berlin,East,10785,Partner,88184,1,2021-07-12
ACC005897,Katarzyna Fischer,5897,Privatkunde,Energy,ParkStraße 112,Lauf an der Pegnitz,South,91207,Partner,350298,1,2020-08-08
ACC005898,Gülsen Rosemann-Eberhardt,5898,Privatkunde,Energy,SchillerAllee 79,Merseburg,East,06217,Interessent,114589,1,2020-12-24
ACC005899,Dipl.-Ing. Clemens Heuser B.A.,5899,Privatkunde,Energy,HeidePlatz 95,Freiburg,South,79098,Partner,186958,1,2021-04-07
ACC005900,Gunda Spieß,5900,Privatkunde,Energy,SchillerStraße 109,Frankfurt am Main,West,60594,Kunde,156502,1,2021-01-07
ACC005901,Hans-Dieter Jessel,5901,Privatkunde,Energy,ParkWeg 150,Nürnberg,South,90402,Interessent,147353,1,2023-12-15
ACC005902,Prof. Hans-H. Wagner,5902,Privatkunde,Energy,MondAllee 79,Frankfurt am Main,West,60594,Partner,182879,1,2020-01-11
ACC005903,Karl-Dieter Trupp,5903,Privatkunde,Energy,TalGasse 125,München,South,81241,Partner,392077,1,2020-02-15
ACC005904,Luigi Mude,5904,Privatkunde,Energy,SchillerGasse 123,Bochum,West,44787,Kunde,133146,1,2021-10-01
ACC005905,Hansjürgen Hänel,5905,Privatkunde,Energy,TannenAllee 115,Berlin,East,12347,Interessent,410917,1,2022-04-03
ACC005906,Dipl.-Ing. Kurt Schmiedt MBA.,5906,Privatkunde,Energy,BrunnenRing 63,Jena,East,07743,Partner,251322,1,2022-07-02
ACC005907,Klapp,5907,Kleingewerbe,Energy,TannenWeg 37,Hildesheim,North,31134,Interessent,1408192,5,2023-10-23
ACC005908,Wulf KG,5908,Kleingewerbe,Energy,SchillerRing 83,Frankfurt am Main,West,60311,Partner,1540690,10,2023-02-26
ACC005909,Dr. Antonino Bolander,5909,Privatkunde,Energy,ParkAllee 58,Grünwald,South,82031,Partner,218854,1,2023-07-14
ACC005910,Rita Biggen,5910,Privatkunde,Energy,KirchPlatz 16,Berlin,East,10785,Kunde,59111,1,2020-10-18
ACC005911,Stjepan Kreusel,5911,Privatkunde,Energy,MondPlatz 127,Freiburg,South,79111,Interessent,234102,1,2021-07-11
ACC005912,Saskia Radisch,5912,Privatkunde,Energy,SchulStraße 40,Köln,West,50937,Partner,73953,1,2021-12-16
ACC005913,Roht GmbH & Co. OHG,5913,Gewerbekunde,Energy,SchulStraße 113,Hamburg,North,22297,Interessent,4869410,25,2021-04-17
ACC005914,Francesco Schottin,5914,Privatkunde,Energy,WiesenAllee 46,Offenbach am Main,West,63065,Partner,451471,1,2020-11-29
ACC005915,Wera Seidel,5915,Privatkunde,Energy,HauptGasse 76,Hildesheim,North,31134,Kunde,499038,1,2022-11-04
ACC005916,Prof. Willi Mülichen,5916,Privatkunde,Energy,BlumenPlatz 119,Karlsruhe,South,76131,Kunde,215195,1,2020-10-05
ACC005917,Dr. Justina Gude MBA.,5917,Kleingewerbe,Energy,KirchAllee 64,Frankfurt am Main,West,60594,Partner,1715203,10,2022-09-14
ACC005918,Josef Seip B.Sc.,5918,Privatkunde,Energy,TalStraße 82,Hannover,North,30559,Interessent,120423,1,2022-11-21
ACC005919,Elwira Henk-Förster,5919,Privatkunde,Energy,TannenPlatz 14,Essen,West,45239,Interessent,2802,1,2022-07-18
ACC005920,Bolzmann,5920,Kleingewerbe,Energy,SonnenStraße 53,Hamburg,North,21109,Partner,4191992,50,2023-06-09
ACC005921,Nicolai Kühnert-Scholl,5921,Privatkunde,Energy,TannenGasse 90,Köln,West,50667,Kunde,326883,1,2021-08-20
ACC005922,Miroslawa Geißler,5922,Privatkunde,Energy,BirkenStraße 121,Emmendingen,South,79312,Kunde,198776,1,2021-08-14
ACC005923,Helma Huhn,5923,Privatkunde,Energy,BahnhofGasse 111,Stuttgart,South,70563,Partner,131281,1,2020-10-04
ACC005924,Herr Erwin Linke,5924,Privatkunde,Energy,SonnenStraße 84,Langen,West,63225,Interessent,340126,1,2023-01-06
ACC005925,Hans-Erich van der Dussen-Vollbrecht,5925,Privatkunde,Energy,SonnenStraße 106,Stuttgart,South,70563,Partner,455280,1,2020-05-27
ACC005926,Dr. Aynur Jessel,5926,Privatkunde,Energy,BeethovenRing 112,Hannover,North,30159,Interessent,243156,1,2021-12-26
ACC005927,Annerose Mitschke,5927,Privatkunde,Energy,BergStraße 62,Bassum,North,27211,Kunde,454295,1,2022-08-11
ACC005928,Salvatore Krein,5928,Privatkunde,Energy,EichenWeg 30,Braunschweig,North,38100,Interessent,492529,1,2022-06-11
ACC005929,Schulz Krein AG & Co. KGaA,5929,Kleingewerbe,Energy,BergPlatz 76,Esslingen,South,73728,Interessent,2826137,10,2020-11-12
ACC005930,Viktoria Wende,5930,Privatkunde,Energy,SchillerStraße 113,Offenbach am Main,West,63065,Interessent,428976,1,2022-04-08
ACC005931,Nuray Hoffmann,5931,Privatkunde,Energy,HauptAllee 41,Offenburg,South,77652,Interessent,263346,1,2023-08-26
ACC005932,Domenico Lachmann,5932,Privatkunde,Energy,ParkAllee 75,Berlin,East,12043,Interessent,348209,1,2023-11-21
ACC005933,Univ.Prof. Miguel Koch B.Eng.,5933,Privatkunde,Energy,TalGasse 140,Landshut,South,84028,Interessent,185138,1,2020-09-21
ACC005934,Ing. Drago Wagner,5934,Privatkunde,Energy,BergPlatz 39,Gelsenkirchen,West,45879,Kunde,225416,1,2021-09-20
ACC005935,Meinrad Caspar,5935,Privatkunde,Energy,MarktGasse 48,Hamburg,North,20535,Partner,129402,1,2020-10-04
ACC005936,Dipl.-Ing. Franca Lehmann B.Eng.,5936,Privatkunde,Energy,HeideRing 115,Bamberg,South,96047,Kunde,346803,1,2020-06-29
ACC005937,Juliana Rust,5937,Privatkunde,Energy,ParkRing 65,Berlin,East,12043,Partner,434952,1,2021-06-18
ACC005938,Recep Hecker,5938,Privatkunde,Energy,SchulWeg 69,Dortmund,West,44135,Kunde,273662,1,2020-11-29
ACC005939,Dörr,5939,Kleingewerbe,Energy,MondStraße 127,Chemnitz,East,09112,Partner,1196154,25,2021-04-17
ACC005940,Eileen Roht,5940,Privatkunde,Energy,RathausStraße 102,Frankfurt am Main,West,60594,Interessent,354355,1,2021-07-15
ACC005941,Ing. Guenther Vollbrecht,5941,Privatkunde,Energy,SternPlatz 86,Reutlingen,South,72764,Partner,190830,1,2021-03-08
ACC005942,Holger Schmidtke-Thies,5942,Privatkunde,Energy,BirkenPlatz 11,Stuttgart,South,70563,Kunde,407566,1,2020-04-16
ACC005943,Michail Süßebier,5943,Privatkunde,Energy,SchillerAllee 136,Altenburg,East,04600,Interessent,446808,1,2021-08-25
ACC005944,Amelie Hoffmann,5944,Privatkunde,Energy,SeeRing 138,Berlin,East,10405,Interessent,177738,1,2020-03-24
ACC005945,Slawomir Hornich,5945,Privatkunde,Energy,BirkenWeg 115,Karlsruhe,South,76131,Partner,346017,1,2022-10-29
ACC005946,Dr. Vadim Hande B.A.,5946,Privatkunde,Energy,SonnenGasse 31,Chemnitz,East,09112,Partner,432062,1,2021-01-19
ACC005947,Cornelia Rädel,5947,Privatkunde,Energy,SeeWeg 3,Zwickau,East,08056,Interessent,205802,1,2020-11-07
ACC005948,Schacht Jopich Stiftung & Co. KG,5948,Kleingewerbe,Energy,TalRing 4,Altenburg,East,04600,Partner,1028073,100,2022-02-06
ACC005949,Hans-Rudolf Wagenknecht,5949,Privatkunde,Energy,HauptWeg 56,Ansbach,South,91522,Partner,34117,1,2023-10-22
ACC005950,Dr. Ron Dobes B.Sc.,5950,Privatkunde,Energy,BrunnenGasse 29,Stuttgart,South,70173,Interessent,259510,1,2022-06-07
ACC005951,Nurettin Schleich,5951,Privatkunde,Energy,SternWeg 88,Berlin,East,10115,Kunde,395090,1,2023-03-03
ACC005952,Karoline Mosemann B.Sc.,5952,Privatkunde,Energy,HeideRing 10,Braunschweig,North,38100,Partner,103806,1,2023-05-26
ACC005953,Laurenz Gumprich,5953,Kleingewerbe,Energy,SternPlatz 146,Berlin,East,10243,Partner,318712,10,2020-04-21
