employee_key,employee_name,gender,hire_date
583,Ditmar Hentschel,M,2018-08-04
584,Rabea Stiebitz,M,2021-10-24
585,Prof. Monja Hoffmann,M,2017-01-12
586,Halina Wilms B.Sc.,M,2023-04-06
587,Dipl.-Ing. Walter Weimer,F,2025-12-28
588,Cosimo Weinhold,F,2025-05-02
589,Herrmann Schlosser,M,2023-03-28
590,Fredy Riehl-Beier,F,2022-10-17
591,Caterina Freudenberger,F,2025-04-07
592,Pietro Meyer-Junken,F,2019-02-04
593,Milica Henschel MBA.,M,2020-09-27
594,Ibrahim Wagenknecht,M,2017-12-26
595,Anton Dowerg,M,2023-05-28
596,Geraldine Thanel,F,2020-12-07
597,Steffi Hornig MBA.,F,2020-05-21
598,Anastasios Linke,F,2018-12-13
599,Sonja Huhn,F,2021-01-02
600,René Trüb,F,2019-01-29
601,Niklas Kühnert,M,2021-05-19
602,Prof. Tabea Weimer B.Sc.,M,2021-05-09
603,Ing. Philippe Rust,M,2018-10-28
604,Univ.Prof. Mijo Wagner B.Sc.,F,2024-12-16
605,Karl-Josef Hamann,F,2026-04-03
606,Tom Reising,F,2018-09-19
607,Reinhardt Juncken,F,2021-04-09
608,Rouven Gunpf,F,2023-07-17
609,Andrzej Zahn B.A.,M,2022-08-23
610,Donald Wende,M,2021-07-26
611,Bernfried Hering MBA.,F,2020-03-01
612,Constantin Trubin,M,2023-10-30
613,Roberto Wulff,F,2022-03-09
614,Raymund Schönland,F,2019-03-07
615,Käte Rosenow,M,2021-11-19
616,Necati Gierschner-Seifert,F,2021-02-04
617,Prof. Ana Scholz B.A.,M,2022-04-22
618,Univ.Prof. Maximilian Rust MBA.,F,2025-07-18
619,Magnus Bender,M,2018-07-31
620,Frederik Losekann,F,2020-09-01
621,Dr. Theres Benthin,F,2024-10-10
622,Slavko Krebs,F,2024-02-27
623,Kirstin Kroker,M,2022-04-05
624,Margaret Kramer MBA.,M,2021-04-08
625,Emma Höfig,M,2024-12-09
626,Jörn Killer,M,2022-05-04
627,Günther Hesse,F,2017-04-16
628,Philomena Gertz B.Eng.,F,2023-02-28
629,Dragica Austermühle B.Sc.,M,2019-10-25
630,Jonathan Oestrovsky,M,2026-05-23
631,Christine Hauffer,M,2017-10-30
632,Univ.Prof. Pascal Müller,M,2016-08-21
633,Dipl.-Ing. Murat Köhler,F,2025-09-30
634,Sibille Geisler,F,2018-01-20
635,Erol Bohnbach-Dussen van,F,2021-05-06
636,Ing. Antonius Wagenknecht MBA.,F,2023-06-26
637,Prof. Dan Lindner MBA.,F,2020-04-23
638,Reinhilde Sauer,F,2020-11-11
639,Ines Mosemann B.Sc.,M,2020-11-11
640,Helma Bauer,F,2023-01-03
641,Walentina Kroker,F,2019-12-31
642,Malgorzata Margraf,M,2025-08-28
643,Leonhard Kranz,F,2019-05-04
644,Ing. Murat Seip MBA.,F,2024-05-24
645,Frau Hiltraud Thanel B.Eng.,M,2024-04-14
646,Rebecca Freudenberger-Schmiedt,F,2024-01-15
647,Ralf-Dieter Ortmann,M,2017-09-24
648,Hans-Ludwig Wirth B.Sc.,M,2021-04-11
649,Utz Ritter,M,2019-09-24
650,Reinhold Aumann,F,2025-07-28
651,Univ.Prof. Isabell Riehl B.A.,F,2016-09-15
652,Sergio Pölitz,F,2026-03-14
653,Univ.Prof. Harald Haase,M,2024-10-15
654,Annegrete Schacht,M,2021-03-28
655,Edwin Gnatz,F,2021-11-15
656,Pasquale Plath,F,2018-05-02
657,Erhard Schomber B.A.,M,2017-05-11
658,Margaret Hornich,M,2018-01-30
659,Margrit Thanel,F,2025-03-17
660,Paola Holzapfel,M,2019-12-22
661,Dipl.-Ing. Joerg Oestrovsky,M,2025-08-05
662,Ing. Friedemann Mans,F,2023-07-25
663,Ulla Bruder MBA.,M,2024-08-20
664,Dipl.-Ing. Kristiane Krebs,F,2019-08-04
665,Bianca Adolph,M,2020-12-19
666,Bertha Harloff-Mühle,M,2023-04-14
667,Dr. Henning Kohl,M,2020-10-05
668,Giorgio Ullrich-auch Schlauchin,M,2017-04-29
669,Ulrich Becker MBA.,F,2025-01-14
670,Prof. Alma Schleich B.Sc.,F,2021-08-25
671,Diethelm Carsten,F,2018-03-29
672,Dolores Jopich-Trupp,F,2025-11-24
673,Hans-Dieter Mälzer,M,2024-05-08
674,Dierk Krein,M,2021-04-03
675,Nuran Warmer,F,2018-03-09
676,Drago Junck MBA.,F,2017-06-30
677,Evelin Hein,F,2017-10-11
678,Prof. Ditmar Paffrath,M,2021-05-06
679,Sven Geisel,F,2019-01-06
680,Angelo Beyer-Hettner,F,2020-01-08
681,Karl-Otto Bohnbach,F,2018-12-05
682,Cosimo Hornich,M,2021-11-18
683,Margret Linke-Löwer,F,2021-04-15
684,Juliana Haering B.Sc.,F,2025-08-03
685,Ioannis Geisler,F,2018-05-26
686,Anika Schmiedt,F,2022-06-10
687,Ing. Annemarie Hamann MBA.,F,2022-07-26
688,Katerina Dowerg,M,2020-08-18
689,Olaf Schenk,F,2019-07-03
690,Prof. Lotti Ditschlerin B.Eng.,M,2023-11-01
691,Ludger Fliegner,F,2024-08-08
692,Luisa Weller,F,2016-07-02
693,Prof. Gunnar Conradi B.Eng.,F,2020-09-26
694,Katja Hoffmann-Wernecke,F,2016-11-12
695,Necati Herrmann B.Sc.,F,2023-04-22
696,Andre Mitschke,F,2025-10-30
697,Prof. Henning Trub,M,2020-02-09
698,Dr. Brita Kambs MBA.,F,2024-08-11
699,Angelina Eckbauer,F,2024-04-29
700,Lucia Hering,F,2025-07-25
701,Maxim Franke,M,2025-06-01
702,Dipl.-Ing. Dennis Köhler,F,2025-05-02
703,Marika Zänker,F,2019-03-01
704,Uschi Jopich,M,2022-03-05
705,Univ.Prof. Ahmad Metz B.Eng.,F,2022-09-22
706,Elif Zimmer,M,2021-12-06
707,Carin Hellwig MBA.,M,2020-10-01
708,Prof. Corina Rosemann B.Sc.,F,2020-11-21
709,Sylvie Butte,F,2026-01-26
710,Hans-Wilhelm Lorch,F,2020-07-17
711,Prof. Ulla Jacob B.Sc.,M,2018-04-14
712,Hermann Josef Hänel,M,2022-07-24
713,Denny Scholl-Vogt,M,2021-02-20
714,Emmi Reinhardt-Austermühle,F,2017-08-02
715,Friedhold Schuster,F,2018-08-25
716,Felizitas Hermann,M,2023-02-24
717,Prof. Arnulf Schmiedecke,F,2016-09-22
718,Alena Stahr,M,2020-02-04
719,Kristina Jacob,F,2024-10-04
720,Laura Gieß,F,2017-03-08
721,Ing. Olaf Kusch B.Sc.,F,2024-07-20
722,Severin Scheibe-Heintze,M,2023-07-25
723,Artur Stadelmann,F,2026-03-24
724,Susann Peukert,M,2021-05-07
725,Hartmut Scholz B.A.,M,2022-10-27
726,Hanni Reuter,F,2025-09-23
727,Hüseyin Albers,F,2019-01-02
728,Dragica Kallert,M,2023-01-31
729,Ingmar Köster,M,2023-03-06
730,Heinz-Otto Fritsch,M,2022-07-14
731,Theodoros Beer,M,2020-09-10
732,Gabriella Kuhl,F,2021-11-19
733,Piotr Hermann,M,2018-06-25
734,Aynur Winkler-Gieß,F,2020-12-09
735,Jose Renner,M,2020-09-09
736,Ing. Gerhild Patberg B.Eng.,M,2023-08-03
737,Prof. Lioba Staude MBA.,M,2018-06-02
738,Heino Trubin,M,2026-06-01
739,Ludger Ladeck,F,2020-08-31
740,Kenan Rohleder,F,2019-10-10
741,Eva Seidel B.Eng.,M,2026-01-18
742,Riza Girschner B.Sc.,F,2023-07-11
743,Josefine Wilmsen B.Eng.,M,2021-03-21
744,Eva Naser MBA.,F,2019-05-29
745,Johann Wohlgemut,M,2016-09-15
746,Nadine Kambs,M,2022-11-06
747,Gerolf Riehl B.Eng.,M,2021-12-29
748,Nina Ullrich,M,2025-02-02
749,Dipl.-Ing. Nikolaos Knappe,F,2018-10-15
750,Ottfried Jungfer,F,2019-07-22
751,Hugo Meyer-Birnbaum,M,2020-09-23
752,Rosita Krause,M,2025-08-10
753,Swetlana Wesack-Schomber,F,2018-02-03
754,Juri Bohlander,F,2022-02-12
755,Hendrik Schacht-Fischer,F,2024-09-10
756,Elisabeth Kuhl,F,2016-09-26
757,Heimo Ullrich,M,2018-11-08
758,Valentina Trupp,F,2024-02-02
759,Hans-Werner Stumpf,M,2025-09-25
760,Kunigunde Zänker,M,2020-06-28
761,Dr. Imre Käster,F,2018-06-25
762,Joachim Preiß B.A.,M,2019-10-06
763,Dr. Mato Cichorius B.Eng.,F,2023-09-24
764,Hans Jörg Hörle-Peukert,F,2022-04-15
765,Prof. Rolf Schüler,M,2019-09-20
766,Wenzel Kroker,F,2018-03-18
767,Daria Heser,M,2020-10-08
768,Traute Tintzmann B.Sc.,F,2021-06-21
769,Albrecht Flantz,M,2016-10-27
770,Abbas Benthin,M,2024-11-30
771,Univ.Prof. Hasan Kühnert,M,2016-09-01
772,Holm Rose,F,2020-07-25
773,Renata Hertrampf-Jäntsch,F,2016-08-08
774,Hans-Michael Fechner,F,2023-05-31
775,Dipl.-Ing. Gesa Adler B.A.,M,2026-01-02
776,Valeri Wilmsen,F,2025-02-08
777,Rafael Caspar,M,2018-02-02
778,Hans-Albert Gutknecht,M,2018-01-05
779,Gaby Schaaf B.A.,M,2020-02-27
780,Wolf Scheibe,M,2026-03-27
781,Natascha Kroker-Drub,M,2021-02-10
782,Brigitta Schlosser,F,2020-03-26
783,Ehrhard Reichmann B.Sc.,M,2023-12-30
784,Ralf-Peter Wende,F,2017-07-26
785,Bogdan Mans,M,2021-03-20
786,Franca Kruschwitz,M,2021-01-30
787,Ing. Karl-Hermann Kohl B.Eng.,M,2016-09-02
788,Univ.Prof. Gabi Anders MBA.,F,2022-03-21
789,Bela Eigenwillig B.A.,F,2021-12-12
790,Silva Striebitz,M,2018-09-13
791,Dipl.-Ing. Christin Dobes MBA.,M,2018-09-26
792,Siegfried Wernecke,F,2019-05-05
793,Dipl.-Ing. Halil Döhn B.Eng.,M,2026-02-20
794,Kristine Walter,M,2017-07-15
795,Katalin Stroh-Sager,F,2023-11-03
796,Leo Ullmann MBA.,M,2022-01-26
797,Winfried Seip B.A.,F,2023-03-19
798,Aloisia Freudenberger-Rädel,F,2020-12-04
799,Dr. Swantje Klingelhöfer,F,2019-05-16
800,Margita Staude,F,2020-02-19
801,Christopher Bolzmann,M,2026-04-22
802,Francis Stiffel,M,2023-01-18
803,Birgitt Jungfer,F,2022-05-24
804,Leokadia Kobelt,F,2018-05-21
805,Attila Wulff,F,2018-11-03
806,Emine Rudolph,F,2022-03-13
807,Gunnar Schomber,M,2023-10-11
808,Grazyna Stoll,M,2025-01-26
809,Folkert Johann,F,2023-02-05
810,Abram Etzler,F,2017-12-13
811,Jann Rogge MBA.,F,2016-11-06
812,Anneke Hentschel MBA.,F,2016-06-28
813,Veronique Eigenwillig,F,2016-09-10
814,Roman Albers,F,2017-02-20
815,Prof. Janette Schmidt,F,2016-10-23
816,Arthur Benthin-Bonbach,M,2021-03-10
817,Ing. Fatima Gertz,F,2021-09-25
818,Meral Lübs,M,2019-12-11
819,Roselinde Faust-Gnatz,M,2025-11-18
820,Willy Weitzel,F,2018-02-16
821,Eugenia Dehmel,F,2022-11-27
822,Hakan Kranz,M,2021-01-26
823,Lorenzo Hande-Tintzmann,M,2021-06-14
824,Prof. Selma Beckmann,M,2025-02-23
825,Serge Kramer,M,2021-02-16
826,Dr. Milena Hendriks B.Eng.,F,2018-12-26
827,Wilhelm Rose B.Eng.,F,2024-01-22
828,Magrit Etzold,M,2017-04-19
829,Janet Barkholz B.Sc.,F,2017-01-06
830,Nicolas Albers MBA.,F,2019-07-15
831,Stilla Hering B.A.,F,2020-05-18
832,Jürgen Franke MBA.,F,2020-02-03
833,Dina Römer,M,2024-11-24
834,Olga Fritsch-Eckbauer,M,2018-10-25
835,Dr. Filiz Reichmann,F,2019-11-05
836,Univ.Prof. Milos Weimer B.A.,M,2018-08-01
837,Herr Armin Heß MBA.,M,2025-06-04
838,Ing. Urszula Zänker B.Sc.,F,2019-01-15
839,Roberto Schleich,F,2018-12-18
840,Tanja Caspar,M,2026-04-02
841,Herr Ehrhard Schaaf,F,2021-11-20
842,Rudolph Dussen van,M,2021-06-03
843,Frederic Werner,M,2023-05-24
844,Alfonso Knappe B.Sc.,F,2019-03-06
845,Saban Säuberlich,F,2022-04-24
846,Ing. Alwin Stadelmann MBA.,F,2022-05-07
847,Ottokar Radisch,F,2023-06-10
848,Johanna Hornich-Staude,F,2025-09-14
849,Gaby Preiß,F,2021-09-27
850,Danny Killer-Gorlitz,F,2023-03-07
851,Hedda Pruschke B.Eng.,M,2024-12-19
852,Martha Mälzer,M,2021-02-23
853,Franziska Faust,F,2024-11-20
854,Dipl.-Ing. Gertraude Barkholz B.Sc.,M,2022-04-14
855,Roman Klingelhöfer-Ehlert,M,2022-07-03
856,Franziska Schmidtke B.Eng.,F,2023-07-21
857,Dr. Baptist Loos,F,2017-11-06
858,Christina Grein Groth,F,2020-04-29
859,Zoltan Höfig,M,2021-07-25
860,Annelie Süßebier B.Eng.,F,2022-07-25
861,Paolo Tlustek,F,2018-04-16
862,Irene Otto,M,2018-09-12
863,Herr Diether Herrmann B.Sc.,M,2020-12-19
864,Prof. Hans-Joachim Trubin B.A.,M,2019-05-16
865,Herr Vassilios Nohlmans B.Eng.,M,2020-03-22
866,Elmar Wähner MBA.,M,2022-11-12
867,Tina Neureuther,F,2018-06-22
868,Dr. Annaliese Wulff,M,2026-04-20
869,Ing. Zenta Renner,F,2023-08-23
870,Henrik Löwer-Klemm,F,2020-01-13
871,Silvia Scholz-Schacht,M,2019-06-22
872,Marija Schwital,F,2026-05-07
873,Dr. Magrit Baum B.A.,F,2025-04-11
874,Katalin Dobes,M,2023-08-06
875,Maja Eberth,F,2025-09-01
876,Harald Reinhardt MBA.,F,2025-12-01
877,Hermann-Josef Johann,F,2020-07-27
878,Annelise Dippel-Tschentscher,M,2016-09-16
879,Grete Dietz,F,2019-12-11
880,Rosa-Maria Schenk,F,2016-11-27
881,Karl-Ludwig Preiß,M,2022-09-23
882,Svenja Döhn-Christoph,F,2020-06-26
883,Anton Niemeier,M,2020-03-12
884,Sarina Eberth MBA.,M,2017-03-11
885,Ottokar Gotthard,M,2025-07-05
886,Marijan Drub B.Eng.,F,2025-04-17
887,Univ.Prof. Süleyman Heß,M,2024-01-21
888,Angelique Köster-Segebahn,M,2018-05-02
889,Reiner Dietz,M,2025-03-27
890,Dipl.-Ing. Ljudmila Atzler B.Eng.,F,2020-07-05
891,Ortrud Flantz,F,2019-02-17
892,Patrick Zahn-Börner,M,2025-01-06
893,Meta Mende,F,2022-07-09
894,Muzaffer Eigenwillig,F,2017-04-23
895,Dipl.-Ing. Nikolas Döhn,F,2023-02-18
896,Dr. Bianka Karge MBA.,F,2016-10-17
897,Burckhard Girschner-Henck,M,2020-02-16
898,Steffen Jacob B.Sc.,F,2024-08-03
899,Waltraud Haase,F,2019-09-20
900,Heinz-Willi Etzler,M,2026-05-31
901,Paul Bohlander,F,2024-03-22
902,Sibel Kruschwitz,F,2022-12-07
903,Rigo Boucsein,F,2018-07-27
904,Olga Wagner-Meyer,M,2021-09-21
905,Karl-Wilhelm Reuter,M,2025-03-09
906,Hanni Bärer B.Eng.,F,2021-06-03
907,Greta Scholtz,F,2019-06-25
908,Emmerich Dehmel,M,2018-05-15
909,Telse Martin,M,2017-12-16
910,Dr. Elizabeth Dobes B.A.,M,2016-07-05
911,Vladimir Karz,F,2020-01-19
912,Helmuth Lehmann,M,2019-04-04
913,Frau Margareta Roht MBA.,M,2019-01-06
914,Corinna Langern,M,2023-05-23
915,Donald Cichorius,F,2021-12-15
916,Theda Heintze,M,2019-06-06
917,Kornelia Siering,F,2024-01-04
918,Sandy Eimer B.Sc.,M,2016-07-22
919,Ortrud Reinhardt B.Eng.,F,2024-08-27
920,Marica Pölitz,F,2023-10-07
921,Anke Gierschner,M,2019-03-30
922,Mira Neureuther MBA.,F,2017-10-17
923,Ben Röhricht-Bloch,M,2023-05-02
924,Dipl.-Ing. Bianka Käster,F,2020-09-15
925,Philippe Wagenknecht B.Eng.,M,2018-03-29
926,Gina Eberhardt,M,2019-01-07
927,Hansjörg Margraf,F,2023-08-05
928,Antonino Walter-Albers,M,2021-05-12
929,Ahmet Lindau B.A.,M,2024-12-23
930,Dagmar Vollbrecht,F,2023-09-17
931,Mirko Steinberg,F,2021-05-16
932,Ing. Helge Wagenknecht,F,2021-08-29
933,Concetta Hein,F,2026-06-12
934,Ing. Egon Süßebier B.Eng.,M,2021-01-27
935,Bianca Jockel MBA.,F,2022-02-16
936,Darko Fritsch B.Eng.,F,2021-09-03
937,Ing. Aleksej Gorlitz B.A.,F,2024-12-16
938,Ellinor Söding MBA.,M,2020-12-11
939,Dursun Hein,F,2022-11-14
940,Frau Dora Naser B.Sc.,M,2021-08-26
941,Univ.Prof. Michaela Nohlmans B.Eng.,M,2019-11-13
942,Herr Silvester Striebitz,M,2017-11-16
943,Univ.Prof. Udo Bien,F,2025-05-10
944,Agatha Schuster,F,2016-10-22
945,Blanka Biggen,F,2017-12-22
946,Univ.Prof. Denise Röhricht B.Eng.,F,2018-05-08
947,Hans Jürgen Beckmann B.Sc.,F,2020-03-14
948,Mariana Wagenknecht,M,2017-09-22
949,Hans-Wolfgang Kostolzin MBA.,F,2020-08-02
950,Hansjürgen Kambs MBA.,F,2022-02-17
951,Lucia Boucsein,F,2023-10-12
952,Prof. Martine Jungfer B.Sc.,M,2022-07-13
953,Evelyne Jopich,F,2024-11-13
954,Univ.Prof. Danilo Scheuermann MBA.,M,2023-09-24
955,Ismail Jopich B.Eng.,M,2021-06-14
956,Justus Häring-Cichorius,F,2025-03-10
957,Babette Kuhl-Linke,M,2021-07-04
958,Ing. Dittmar Pieper B.Sc.,F,2020-06-21
959,Guntram Heser,M,2022-07-03
960,Josephine Gerlach-Hübel,F,2023-10-15
961,Irene Adolph B.Eng.,F,2022-07-12
962,Marica Ruppert,M,2023-03-31
963,Svea Beckmann,F,2017-08-11
964,Ing. Marcella Hiller,F,2025-11-28
965,Gisa Dehmel-Girschner,M,2026-05-07
966,Dipl.-Ing. Maritta Segebahn,F,2025-10-02
967,Zenta Scheuermann,F,2024-07-01
968,Gitte Hecker B.Eng.,F,2025-05-20
969,Ing. Volkmar Kobelt MBA.,M,2017-06-27
970,Emin Jacobi Jäckel B.Eng.,F,2018-02-11
971,Babette Käster,M,2020-09-09
972,Curt Trommler-Hamann,M,2023-05-25
973,Janina Kusch,F,2024-12-06
974,Dipl.-Ing. Helmtrud Weimer,M,2016-11-01
975,Frau Charlotte Heydrich,F,2024-08-30
976,Erdogan Wulff B.Eng.,M,2022-02-12
977,Hannah Neuschäfer,F,2019-01-21
978,Lia Wähner-Weimer,M,2024-06-17
979,Hans-Gerd Stey-Gehringer,F,2024-03-24
980,Ronald Hörle,F,2024-12-12
981,Dipl.-Ing. Wladimir Hamann B.Eng.,M,2022-11-24
982,Prof. Andre Pölitz,F,2022-11-12
983,Raimund Walter,M,2025-10-25
984,Marlene Speer-Plath,F,2017-04-11
985,Svetlana Hesse,M,2020-09-09
986,Karolin Mangold MBA.,M,2024-04-04
987,Heribert Bolnbach,M,2018-06-20
988,Hansgeorg Schönland,M,2021-10-16
989,Mehdi Rogner,F,2019-01-02
990,Nina Schleich-Otto,M,2026-04-28
991,Jann Tschentscher,F,2025-11-22
992,Olaf Drewes,M,2024-02-05
993,Elwira Bärer B.Eng.,M,2019-11-26
994,Kilian Bolzmann,F,2023-12-27
995,Mina Tintzmann,M,2022-04-20
996,Margitta Zorbach,F,2022-06-27
997,Uwe Nette,M,2017-09-08
998,Annelore Jockel-Eigenwillig,F,2019-05-12
999,Francoise Baum B.Eng.,F,2017-11-22
1000,Dr. Jonas Stolze,F,2020-01-19
